genome_ID	strain_taxid	species_taxid	organism_name	id
GCF_003073995.1_ASM307399v1	158836.1	158836	Enterobacter hormaechei	/path/to/GCF_003073995.1_ASM307399v1_genomic.fna
GCF_003408575.1_ASM340857v1	158836.2	158836	Enterobacter hormaechei	/path/to/GCF_003408575.1_ASM340857v1_genomic.fna
GCF_008505035.1_ASM850503v1	158836.3	158836	Enterobacter hormaechei	/path/to/GCF_008505035.1_ASM850503v1_genomic.fna
GCF_009930935.1_ASM993093v1	158836.4	158836	Enterobacter hormaechei	/path/to/GCF_009930935.1_ASM993093v1_genomic.fna
GCF_016725825.1_ASM1672582v1	158836.5	158836	Enterobacter hormaechei	/path/to/GCF_016725825.1_ASM1672582v1_genomic.fna
GCF_020695705.1_ASM2069570v1	158836.6	158836	Enterobacter hormaechei	/path/to/GCF_020695705.1_ASM2069570v1_genomic.fna
GCF_023735955.1_ASM2373595v1	158836.7	158836	Enterobacter hormaechei	/path/to/GCF_023735955.1_ASM2373595v1_genomic.fna
GCF_024918795.1_ASM2491879v1	158836.8	158836	Enterobacter hormaechei	/path/to/GCF_024918795.1_ASM2491879v1_genomic.fna
GCF_900478135.1_28193_H01	158841.1	158841	Leminorella richardii	/path/to/GCF_900478135.1_28193_H01_genomic.fna
GCF_902386615.1_UHGG_MGYG-HGUT-02385	158841.2	158841	Leminorella richardii	/path/to/GCF_902386615.1_UHGG_MGYG-HGUT-02385_genomic.fna
GCF_900187035.1_50279_G02	158847	158847	Megamonas hypermegale	/path/to/GCF_900187035.1_50279_G02_genomic.fna
GCF_022591735.1_ASM2259173v1	158849.1	158849	Moellerella wisconsensis	/path/to/GCF_022591735.1_ASM2259173v1_genomic.fna
GCF_022592275.1_ASM2259227v1	158849.2	158849	Moellerella wisconsensis	/path/to/GCF_022592275.1_ASM2259227v1_genomic.fna
GCF_022592395.1_ASM2259239v1	158849.3	158849	Moellerella wisconsensis	/path/to/GCF_022592395.1_ASM2259239v1_genomic.fna
GCF_022592015.1_ASM2259201v1	158849.4	158849	Moellerella wisconsensis	/path/to/GCF_022592015.1_ASM2259201v1_genomic.fna
GCF_022591895.1_ASM2259189v1	158849.5	158849	Moellerella wisconsensis	/path/to/GCF_022591895.1_ASM2259189v1_genomic.fna
GCF_029590395.1_ASM2959039v1	158849.6	158849	Moellerella wisconsensis	/path/to/GCF_029590395.1_ASM2959039v1_genomic.fna
GCF_030406105.1_ASM3040610v1	158849.7	158849	Moellerella wisconsensis	/path/to/GCF_030406105.1_ASM3040610v1_genomic.fna
GCF_900637755.1_52579_F01	158850.1	158850	Providencia rustigianii	/path/to/GCF_900637755.1_52579_F01_genomic.fna
GCF_900635875.1_35661_G01	158850.2	158850	Providencia rustigianii	/path/to/GCF_900635875.1_35661_G01_genomic.fna
GCF_012109195.1_ASM1210919v1	158877	158877	Yokenella regensburgei	/path/to/GCF_012109195.1_ASM1210919v1_genomic.fna
GCF_030064585.1_ASM3006458v1	158892	158892	Sinorhizobium kummerowiae	/path/to/GCF_030064585.1_ASM3006458v1_genomic.fna
GCF_001584145.1_ASM158414v1	158899	158899	Collimonas fungivorans	/path/to/GCF_001584145.1_ASM158414v1_genomic.fna
GCF_003343305.1_ASM334330v1	160453	160453	Enterococcus gilvus	/path/to/GCF_003343305.1_ASM334330v1_genomic.fna
GCF_005145045.1_ASM514504v1	160699.1	160699	Agrobacterium larrymoorei	/path/to/GCF_005145045.1_ASM514504v1_genomic.fna
GCF_005144425.2_ASM514442v2	160699.2	160699	Agrobacterium larrymoorei	/path/to/GCF_005144425.2_ASM514442v2_genomic.fna
GCF_017607425.1_ASM1760742v1	160791	160791	Rhizorhabdus wittichii	/path/to/GCF_017607425.1_ASM1760742v1_genomic.fna
GCF_000758665.1_ASM75866v1	160799	160799	Paenibacillus borealis	/path/to/GCF_000758665.1_ASM75866v1_genomic.fna
GCF_016250455.1_ASM1625045v1	160808	160808	Acidithiobacillus ferrivorans	/path/to/GCF_016250455.1_ASM1625045v1_genomic.fna
GCF_014076495.1_ASM1407649v1	160825	160825	Comamonas koreensis	/path/to/GCF_014076495.1_ASM1407649v1_genomic.fna
GCF_018459925.1_ASM1845992v1	160826	160826	Nocardioides aquaticus	/path/to/GCF_018459925.1_ASM1845992v1_genomic.fna
GCF_001444405.1_ASM144440v1	161398	161398	Pseudoalteromonas phenolica	/path/to/GCF_001444405.1_ASM144440v1_genomic.fna
GCF_016889365.1_ASM1688936v1	161879	161879	Corynebacterium kroppenstedtii	/path/to/GCF_016889365.1_ASM1688936v1_genomic.fna
GCF_001941565.1_ASM194156v1	161895	161895	Corynebacterium phocae	/path/to/GCF_001941565.1_ASM194156v1_genomic.fna
GCF_000980815.1_ASM98081v1	161896	161896	Corynebacterium camporealensis	/path/to/GCF_000980815.1_ASM98081v1_genomic.fna
GCF_000833575.1_ASM83357v1	161899	161899	Corynebacterium singulare	/path/to/GCF_000833575.1_ASM83357v1_genomic.fna
GCF_001465255.1_ASM146525v1	162209	162209	Paenibacillus naphthalenovorans	/path/to/GCF_001465255.1_ASM146525v1_genomic.fna
GCF_002843965.1_ASM284396v1	162426.1	162426	Microbacterium hominis	/path/to/GCF_002843965.1_ASM284396v1_genomic.fna
GCF_014725715.1_ASM1472571v1	162426.2	162426	Microbacterium hominis	/path/to/GCF_014725715.1_ASM1472571v1_genomic.fna
GCF_016919305.1_ASM1691930v1	162426.3	162426	Microbacterium hominis	/path/to/GCF_016919305.1_ASM1691930v1_genomic.fna
GCF_006094275.1_ASM609427v1	162496	162496	Glutamicibacter creatinolyticus	/path/to/GCF_006094275.1_ASM609427v1_genomic.fna
GCF_016584355.1_ASM1658435v1	163164	163164	Wolbachia endosymbiont of Drosophila melanogaster	/path/to/GCF_016584355.1_ASM1658435v1_genomic.fna
GCF_001705075.2_ASM170507v2	163359	163359	Acidiferrobacter thiooxydans	/path/to/GCF_001705075.2_ASM170507v2_genomic.fna
GCF_024134545.1_ASM2413454v1	163604	163604	Nocardiopsis exhalans	/path/to/GCF_024134545.1_ASM2413454v1_genomic.fna
GCF_002224365.1_ASM222436v1	163877	163877	Virgibacillus necropolis	/path/to/GCF_002224365.1_ASM222436v1_genomic.fna
GCF_003226695.1_ASM322669v1	164514.1	164514	Blattabacterium punctulatus	/path/to/GCF_003226695.1_ASM322669v1_genomic.fna
GCF_003226835.1_ASM322683v1	164514.2	164514	Blattabacterium punctulatus	/path/to/GCF_003226835.1_ASM322683v1_genomic.fna
GCF_003226875.1_ASM322687v1	164514.3	164514	Blattabacterium punctulatus	/path/to/GCF_003226875.1_ASM322687v1_genomic.fna
GCF_003226815.1_ASM322681v1	164514.4	164514	Blattabacterium punctulatus	/path/to/GCF_003226815.1_ASM322681v1_genomic.fna
GCF_003226735.1_ASM322673v1	164514.5	164514	Blattabacterium punctulatus	/path/to/GCF_003226735.1_ASM322673v1_genomic.fna
GCF_003226715.1_ASM322671v1	164514.6	164514	Blattabacterium punctulatus	/path/to/GCF_003226715.1_ASM322671v1_genomic.fna
GCF_003226755.1_ASM322675v1	164514.7	164514	Blattabacterium punctulatus	/path/to/GCF_003226755.1_ASM322675v1_genomic.fna
GCF_003226795.1_ASM322679v1	164514.8	164514	Blattabacterium punctulatus	/path/to/GCF_003226795.1_ASM322679v1_genomic.fna
GCF_003268615.1_ASM326861v1	164516	164516	Blattabacterium clevelandi	/path/to/GCF_003268615.1_ASM326861v1_genomic.fna
GCF_022406855.1_ASM2240685v1	164546	164546	Cupriavidus taiwanensis	/path/to/GCF_022406855.1_ASM2240685v1_genomic.fna
GCF_017309955.1_ASM1730995v1	164608	164608	Novosphingobium sp. KA1	/path/to/GCF_017309955.1_ASM1730995v1_genomic.fna
GCF_002214645.1_ASM221464v1	164759	164759	Diaphorobacter nitroreducens	/path/to/GCF_002214645.1_ASM221464v1_genomic.fna
GCF_002950695.1_ASM295069v1	165096	165096	Weissella koreensis	/path/to/GCF_002950695.1_ASM295069v1_genomic.fna
GCF_014304815.1_ASM1430481v1	166309	166309	Synechococcus sp. MIT S9220	/path/to/GCF_014304815.1_ASM1430481v1_genomic.fna
GCF_000161795.2_ASM16179v2	166314	166314	Synechococcus sp. WH 8109	/path/to/GCF_000161795.2_ASM16179v2_genomic.fna
GCF_030166575.1_ASM3016657v1	166485	166485	Caminicella sporogenes	/path/to/GCF_030166575.1_ASM3016657v1_genomic.fna
GCF_000026085.1_ASM2608v1	166935	166935	Pseudoalteromonas translucida	/path/to/GCF_000026085.1_ASM2608v1_genomic.fna
GCF_000015685.1_ASM1568v1	167555	1219	Prochlorococcus marinus str. NATL1A	/path/to/GCF_000015685.1_ASM1568v1_genomic.fna
GCF_000012325.1_ASM1232v1	167879	28229	Colwellia psychrerythraea 34H	/path/to/GCF_000012325.1_ASM1232v1_genomic.fna
GCF_024804185.1_ASM2480418v1	167957	167957	Wolbachia endosymbiont of Aedes albopictus	/path/to/GCF_024804185.1_ASM2480418v1_genomic.fna
GCF_002215055.1_ASM221505v1	168471.1	168471	Laribacter hongkongensis	/path/to/GCF_002215055.1_ASM221505v1_genomic.fna
GCF_902386745.1_UHGG_MGYG-HGUT-02398	168471.2	168471	Laribacter hongkongensis	/path/to/GCF_902386745.1_UHGG_MGYG-HGUT-02398_genomic.fna
GCF_029637705.1_ASM2963770v1	169134	169134	Citricoccus muralis	/path/to/GCF_029637705.1_ASM2963770v1_genomic.fna
GCF_016728685.1_ASM1672868v1	169292	169292	Corynebacterium aurimucosum	/path/to/GCF_016728685.1_ASM1672868v1_genomic.fna
GCF_001931755.2_ASM193175v2	169402	169402	Wolbachia endosymbiont of Folsomia candida	/path/to/GCF_001931755.2_ASM193175v2_genomic.fna
GCF_003330825.1_ASM333082v1	169427	169427	Paraburkholderia terricola	/path/to/GCF_003330825.1_ASM333082v1_genomic.fna
GCF_002902965.1_ASM290296v1	169430.1	169430	Paraburkholderia hospita	/path/to/GCF_002902965.1_ASM290296v1_genomic.fna
GCF_003330805.1_ASM333080v1	169430.2	169430	Paraburkholderia hospita	/path/to/GCF_003330805.1_ASM333080v1_genomic.fna
GCF_023008305.1_ASM2300830v1	169435.1	169435	Anaerotruncus colihominis	/path/to/GCF_023008305.1_ASM2300830v1_genomic.fna
GCF_025146135.1_ASM2514613v1	169435.2	169435	Anaerotruncus colihominis	/path/to/GCF_025146135.1_ASM2514613v1_genomic.fna
GCF_014705945.2_ASM1470594v2	169480	169480	Rothia amarae	/path/to/GCF_014705945.2_ASM1470594v2_genomic.fna
GCF_024584605.1_ASM2458460v1	169669	169669	Pseudomonas extremorientalis	/path/to/GCF_024584605.1_ASM2458460v1_genomic.fna
GCF_002003365.1_ASM200336v1	169679.1	169679	Clostridium saccharobutylicum	/path/to/GCF_002003365.1_ASM200336v1_genomic.fna
GCF_002003325.1_ASM200332v1	169679.2	169679	Clostridium saccharobutylicum	/path/to/GCF_002003325.1_ASM200332v1_genomic.fna
GCF_000758685.1_ASM75868v1	169760	169760	Paenibacillus stellifer	/path/to/GCF_000758685.1_ASM75868v1_genomic.fna
GCF_010731535.1_ASM1073153v1	169765	169765	Mycobacterium lacus	/path/to/GCF_010731535.1_ASM1073153v1_genomic.fna
GCF_002208805.2_ASM220880v2	170573.1	170573	Staphylococcus pettenkoferi	/path/to/GCF_002208805.2_ASM220880v2_genomic.fna
GCF_016127935.1_ASM1612793v1	170573.2	170573	Staphylococcus pettenkoferi	/path/to/GCF_016127935.1_ASM1612793v1_genomic.fna
GCF_019339365.1_ASM1933936v1	170651	170651	Vibrio neptunius	/path/to/GCF_019339365.1_ASM1933936v1_genomic.fna
GCF_001995825.2_ASM199582v2	170673.1	170673	Vibrio kanaloae	/path/to/GCF_001995825.2_ASM199582v2_genomic.fna
GCF_021391375.1_ASM2139137v1	170673.2	170673	Vibrio kanaloae	/path/to/GCF_021391375.1_ASM2139137v1_genomic.fna
GCF_024347535.1_ASM2434753v1	170673.3	170673	Vibrio kanaloae	/path/to/GCF_024347535.1_ASM2434753v1_genomic.fna
GCF_004022545.1_ASM402254v1	170679	170679	Vibrio chagasii	/path/to/GCF_004022545.1_ASM402254v1_genomic.fna
GCF_900660655.1_57043_D01-3	171279	171279	Mycoplasmopsis anatis	/path/to/GCF_900660655.1_57043_D01-3_genomic.fna
GCF_900660645.1_57043_F01-3	171281.1	171281	Mycoplasmopsis citelli	/path/to/GCF_900660645.1_57043_F01-3_genomic.fna
GCF_024498235.1_ASM2449823v1	171281.2	171281	Mycoplasmopsis citelli	/path/to/GCF_024498235.1_ASM2449823v1_genomic.fna
GCF_900660675.1_57141_A01-3	171282	171282	Mycoplasmopsis columboralis	/path/to/GCF_900660675.1_57141_A01-3_genomic.fna
GCF_900660605.1_51342_G01-3	171285	171285	Mycoplasmopsis glycophila	/path/to/GCF_900660605.1_51342_G01-3_genomic.fna
GCF_029854295.1_ASM2985429v1	171286	171286	Mesomycoplasma lagogenitalium	/path/to/GCF_029854295.1_ASM2985429v1_genomic.fna
GCF_024918955.1_ASM2491895v1	171288	171288	Mesomycoplasma molare	/path/to/GCF_024918955.1_ASM2491895v1_genomic.fna
GCF_018604145.1_ASM1860414v1	171404	171404	Paenibacillus agaridevorans	/path/to/GCF_018604145.1_ASM1860414v1_genomic.fna
GCF_019090985.1_ASM1909098v1	171438	171438	Photorhabdus akhurstii	/path/to/GCF_019090985.1_ASM1909098v1_genomic.fna
GCF_009938015.1_ASM993801v1	171865	171865	Sulfuriferula plumbiphila	/path/to/GCF_009938015.1_ASM993801v1_genomic.fna
GCF_900637985.1_54949_H01	172042.1	172042	Rothia aeria	/path/to/GCF_900637985.1_54949_H01_genomic.fna
GCF_016726365.1_ASM1672636v1	172042.2	172042	Rothia aeria	/path/to/GCF_016726365.1_ASM1672636v1_genomic.fna
GCF_019334745.1_ASM1933474v1	172042.3	172042	Rothia aeria	/path/to/GCF_019334745.1_ASM1933474v1_genomic.fna
GCF_019395145.1_ASM1939514v1	172043	172043	Brevundimonas nasdae	/path/to/GCF_019395145.1_ASM1939514v1_genomic.fna
GCF_000955665.1_ASM95566v1	172045.1	172045	Elizabethkingia miricola	/path/to/GCF_000955665.1_ASM95566v1_genomic.fna
GCF_002557775.1_ASM255777v1	172045.2	172045	Elizabethkingia miricola	/path/to/GCF_002557775.1_ASM255777v1_genomic.fna
GCF_002240415.1_ASM224041v1	172713.1	172713	Paenibacillus kribbensis	/path/to/GCF_002240415.1_ASM224041v1_genomic.fna
GCF_013394225.1_ASM1339422v1	172713.2	172713	Paenibacillus kribbensis	/path/to/GCF_013394225.1_ASM1339422v1_genomic.fna
GCF_003855495.1_ASM385549v1	173366.1	173366	Methylocystis rosea	/path/to/GCF_003855495.1_ASM385549v1_genomic.fna
GCF_009685175.1_ASM968517v1	173366.2	173366	Methylocystis rosea	/path/to/GCF_009685175.1_ASM968517v1_genomic.fna
GCF_029632925.1_ASM2963292v1	173559	173559	Gordonia sihwensis	/path/to/GCF_029632925.1_ASM2963292v1_genomic.fna
GCF_013394065.1_ASM1339406v1	173860	173860	Streptomyces rectiverticillatus	/path/to/GCF_013394065.1_ASM1339406v1_genomic.fna
GCF_020535165.1_ASM2053516v1	174587	174587	Carnobacterium viridans	/path/to/GCF_020535165.1_ASM2053516v1_genomic.fna
GCF_900232105.1_Kuenenia_stuttgartiensis_MBR1	174633.1	174633	Candidatus Kuenenia stuttgartiensis	/path/to/GCF_900232105.1_Kuenenia_stuttgartiensis_MBR1_genomic.fna
GCF_011066545.1_ASM1106654v1	174633.2	174633	Candidatus Kuenenia stuttgartiensis	/path/to/GCF_011066545.1_ASM1106654v1_genomic.fna
GCF_003668795.1_ASM366879v1	176102	176102	Pseudoalteromonas agarivorans	/path/to/GCF_003668795.1_ASM366879v1_genomic.fna
GCF_008033155.1_ASM803315v1	176292	176292	Secundilactobacillus malefermentans	/path/to/GCF_008033155.1_ASM803315v1_genomic.fna
GCF_000020365.1_ASM2036v1	177437	2296	Desulforapulum autotrophicum HRM2	/path/to/GCF_000020365.1_ASM2036v1_genomic.fna
GCF_000025945.1_ASM2594v1	177439	84980	Desulfotalea psychrophila LSv54	/path/to/GCF_000025945.1_ASM2594v1_genomic.fna
GCF_013372285.1_ASM1337228v1	178399	178399	Marinomonas primoryensis	/path/to/GCF_013372285.1_ASM1337228v1_genomic.fna
GCF_003047205.1_ASM304720v1	178899	178899	Carboxydocella thermautotrophica	/path/to/GCF_003047205.1_ASM304720v1_genomic.fna
GCF_000317475.1_ASM31747v1	179408	482564	Oscillatoria nigro-viridis PCC 7112	/path/to/GCF_000317475.1_ASM31747v1_genomic.fna
GCF_012530715.1_ASM1253071v1	179636.1	179636	Alicycliphilus denitrificans	/path/to/GCF_012530715.1_ASM1253071v1_genomic.fna
GCF_016592015.1_ASM1659201v1	179636.2	179636	Alicycliphilus denitrificans	/path/to/GCF_016592015.1_ASM1659201v1_genomic.fna
GCF_016458805.1_ASM1645880v1	179879.1	179879	Burkholderia anthina	/path/to/GCF_016458805.1_ASM1645880v1_genomic.fna
GCF_017514945.1_ASM1751494v1	179879.2	179879	Burkholderia anthina	/path/to/GCF_017514945.1_ASM1751494v1_genomic.fna
GCF_001753225.1_ASM175322v1	180282.1	180282	Delftia tsuruhatensis	/path/to/GCF_001753225.1_ASM175322v1_genomic.fna
GCF_009362995.1_ASM936299v1	180282.2	180282	Delftia tsuruhatensis	/path/to/GCF_009362995.1_ASM936299v1_genomic.fna
GCF_029215875.1_ASM2921587v1	180282.3	180282	Delftia tsuruhatensis	/path/to/GCF_029215875.1_ASM2921587v1_genomic.fna
GCF_029590315.1_ASM2959031v1	180282.4	180282	Delftia tsuruhatensis	/path/to/GCF_029590315.1_ASM2959031v1_genomic.fna
GCF_029814915.1_ASM2981491v1	180282.5	180282	Delftia tsuruhatensis	/path/to/GCF_029814915.1_ASM2981491v1_genomic.fna
GCF_018802405.1_ASM1880240v1	180434.1	582	Morganella morganii subsp. morganii	/path/to/GCF_018802405.1_ASM1880240v1_genomic.fna
GCF_018802425.1_ASM1880242v1	180434.2	582	Morganella morganii subsp. morganii	/path/to/GCF_018802425.1_ASM1880242v1_genomic.fna
GCF_001183785.1_ASM118378v1	180850	1428	Bacillus thuringiensis serovar indiana	/path/to/GCF_001183785.1_ASM118378v1_genomic.fna
GCF_001932635.1_ASM193263v1	180957.1	180957	Pectobacterium brasiliense	/path/to/GCF_001932635.1_ASM193263v1_genomic.fna
GCF_002068115.1_ASM206811v1	180957.2	180957	Pectobacterium brasiliense	/path/to/GCF_002068115.1_ASM206811v1_genomic.fna
GCF_002764035.1_ASM276403v1	180957.3	180957	Pectobacterium brasiliense	/path/to/GCF_002764035.1_ASM276403v1_genomic.fna
GCF_009873295.1_ASM987329v1	180957.4	180957	Pectobacterium brasiliense	/path/to/GCF_009873295.1_ASM987329v1_genomic.fna
GCF_016864975.1_ASM1686497v1	180957.5	180957	Pectobacterium brasiliense	/path/to/GCF_016864975.1_ASM1686497v1_genomic.fna
GCF_016944555.1_ASM1694455v1	180957.6	180957	Pectobacterium brasiliense	/path/to/GCF_016944555.1_ASM1694455v1_genomic.fna
GCF_016944315.1_ASM1694431v1	180957.7	180957	Pectobacterium brasiliense	/path/to/GCF_016944315.1_ASM1694431v1_genomic.fna
GCF_016944255.1_ASM1694425v1	180957.8	180957	Pectobacterium brasiliense	/path/to/GCF_016944255.1_ASM1694425v1_genomic.fna
GCF_020423105.1_ASM2042310v1	180957.9	180957	Pectobacterium brasiliense	/path/to/GCF_020423105.1_ASM2042310v1_genomic.fna
GCF_020683105.1_ASM2068310v1	180957.10	180957	Pectobacterium brasiliense	/path/to/GCF_020683105.1_ASM2068310v1_genomic.fna
GCF_000259255.1_ASM25925v1	182217	138563	Helicobacter cetorum MIT 00-7128	/path/to/GCF_000259255.1_ASM25925v1_genomic.fna
GCF_019670105.1_ASM1967010v1	182262	182262	Agarivorans albus	/path/to/GCF_019670105.1_ASM1967010v1_genomic.fna
GCF_008728215.1_ASM872821v1	182337	182337	Erwinia billingiae	/path/to/GCF_008728215.1_ASM872821v1_genomic.fna
GCF_003019985.1_ASM301998v1	182710	182710	Oceanobacillus iheyensis	/path/to/GCF_003019985.1_ASM301998v1_genomic.fna
GCF_002285495.1_ASM228549v1	182773	182773	Clostridium isatidis	/path/to/GCF_002285495.1_ASM228549v1_genomic.fna
GCF_004116975.1_ASM411697v1	183417	183417	Proteus hauseri	/path/to/GCF_004116975.1_ASM411697v1_genomic.fna
GCF_023559145.1_ASM2355914v1	183754	183754	Wolbachia endosymbiont of Ostrinia scapulalis	/path/to/GCF_023559145.1_ASM2355914v1_genomic.fna
GCF_009818265.1_ASM981826v1	183795.1	183795	Pseudomonas mediterranea	/path/to/GCF_009818265.1_ASM981826v1_genomic.fna
GCF_026016505.1_ASM2601650v1	183795.2	183795	Pseudomonas mediterranea	/path/to/GCF_026016505.1_ASM2601650v1_genomic.fna
GCF_028553745.1_ASM2855374v1	184748	184748	Paracoccus seriniphilus	/path/to/GCF_028553745.1_ASM2855374v1_genomic.fna
GCF_024347115.1_ASM2434711v1	184755	184755	Vibrio ruber	/path/to/GCF_024347115.1_ASM2434711v1_genomic.fna
GCF_012524235.2_UCSC_CitroTSA_2.0	184912	184912	Citrobacter sp. TSA-1	/path/to/GCF_012524235.2_UCSC_CitroTSA_2.0_genomic.fna
GCF_004104415.1_ASM410441v1	184914	184914	Corallococcus coralloides	/path/to/GCF_004104415.1_ASM410441v1_genomic.fna
GCF_008935055.1_ASM893505v1	185007	185007	Pseudobutyrivibrio xylanivorans	/path/to/GCF_008935055.1_ASM893505v1_genomic.fna
GCF_001858005.1_ASM185800v1	185008	185008	Butyrivibrio hungatei	/path/to/GCF_001858005.1_ASM185800v1_genomic.fna
GCF_010730575.1_ASM1073057v1	185642	185642	Mycobacterium parmense	/path/to/GCF_010730575.1_ASM1073057v1_genomic.fna
GCF_023935825.1_ASM2393582v1	185951	185951	Sphingomonas aerolata	/path/to/GCF_023935825.1_ASM2393582v1_genomic.fna
GCF_000007285.1_ASM728v1	186103	1314	Streptococcus pyogenes MGAS8232	/path/to/GCF_000007285.1_ASM728v1_genomic.fna
GCF_020714625.1_ASM2071462v1	186171	186171	Mulberry dwarf phytoplasma	/path/to/GCF_020714625.1_ASM2071462v1_genomic.fna
GCF_000754265.1_ASM75426v1	186490	186490	Candidatus Baumannia cicadellinicola	/path/to/GCF_000754265.1_ASM75426v1_genomic.fna
GCF_000973085.1_ASM97308v1	187101	187101	Sneathia vaginalis	/path/to/GCF_000973085.1_ASM97308v1_genomic.fna
GCF_000014785.1_ASM1478v1	187272	351052	Alkalilimnicola ehrlichii MLHE-1	/path/to/GCF_000014785.1_ASM1478v1_genomic.fna
GCF_000304315.1_Msp_SC2	187303	187303	Methylocystis sp. SC2	/path/to/GCF_000304315.1_Msp_SC2_genomic.fna
GCF_001999245.1_ASM199924v1	187304.1	187304	Roseibium aggregatum	/path/to/GCF_001999245.1_ASM199924v1_genomic.fna
GCF_020882605.1_ASM2088260v1	187304.2	187304	Roseibium aggregatum	/path/to/GCF_020882605.1_ASM2088260v1_genomic.fna
GCF_020882645.1_ASM2088264v1	187304.3	187304	Roseibium aggregatum	/path/to/GCF_020882645.1_ASM2088264v1_genomic.fna
GCF_020882625.1_ASM2088262v1	187304.4	187304	Roseibium aggregatum	/path/to/GCF_020882625.1_ASM2088262v1_genomic.fna
GCF_020882585.1_ASM2088258v1	187304.5	187304	Roseibium aggregatum	/path/to/GCF_020882585.1_ASM2088258v1_genomic.fna
GCF_001932055.2_ASM193205v2	187304.6	187304	Roseibium aggregatum	/path/to/GCF_001932055.2_ASM193205v2_genomic.fna
GCF_030384605.1_ASM3038460v1	187304.7	187304	Roseibium aggregatum	/path/to/GCF_030384605.1_ASM3038460v1_genomic.fna
GCF_025144545.1_ASM2514454v1	187327	187327	Acidaminococcus intestini	/path/to/GCF_025144545.1_ASM2514454v1_genomic.fna
GCF_001702215.1_ASM170221v1	187452	187452	Pediococcus claussenii	/path/to/GCF_001702215.1_ASM170221v1_genomic.fna
GCF_002287505.1_ASM228750v1	187491.1	187491	Corynebacterium glaucum	/path/to/GCF_002287505.1_ASM228750v1_genomic.fna
GCF_030408855.1_ASM3040885v1	187491.2	187491	Corynebacterium glaucum	/path/to/GCF_030408855.1_ASM3040885v1_genomic.fna
GCF_001932535.1_ASM193253v1	187493	187493	Thalassolituus oleivorans	/path/to/GCF_001932535.1_ASM193253v1_genomic.fna
GCF_003428925.1_ASM342892v1	188770.1	188770	Streptomyces koyangensis	/path/to/GCF_003428925.1_ASM342892v1_genomic.fna
GCF_016803985.1_ASM1680398v1	188770.2	188770	Streptomyces koyangensis	/path/to/GCF_016803985.1_ASM1680398v1_genomic.fna
GCF_022430525.1_ASM2243052v1	188913	188913	Cetobacterium somerae	/path/to/GCF_022430525.1_ASM2243052v1_genomic.fna
GCF_001590605.1_ASM159060v1	188932	188932	Pedobacter cryoconitis	/path/to/GCF_001590605.1_ASM159060v1_genomic.fna
GCF_022170785.1_ASM2217078v1	189381.1	189381	Rossellomorea marisflavi	/path/to/GCF_022170785.1_ASM2217078v1_genomic.fna
GCF_030388705.1_ASM3038870v1	189381.2	189381	Rossellomorea marisflavi	/path/to/GCF_030388705.1_ASM3038870v1_genomic.fna
GCF_000758705.1_ASM75870v1	189425	189425	Paenibacillus graminis	/path/to/GCF_000758705.1_ASM75870v1_genomic.fna
GCF_000758725.1_ASM75872v1	189426.1	189426	Paenibacillus odorifer	/path/to/GCF_000758725.1_ASM75872v1_genomic.fna
GCF_003255855.1_ASM325585v1	189426.2	189426	Paenibacillus odorifer	/path/to/GCF_003255855.1_ASM325585v1_genomic.fna
GCF_902386945.1_UHGG_MGYG-HGUT-02414	189426.3	189426	Paenibacillus odorifer	/path/to/GCF_902386945.1_UHGG_MGYG-HGUT-02414_genomic.fna
GCF_029625475.1_ASM2962547v1	189691	189691	Paenibacillus elgii	/path/to/GCF_029625475.1_ASM2962547v1_genomic.fna
GCF_003101015.1_ASM310101v1	189834	189834	Actinobacillus porcitonsillarum	/path/to/GCF_003101015.1_ASM310101v1_genomic.fna
GCF_002872015.2_ASM287201v2	190146	190146	Actinotignum urinale	/path/to/GCF_002872015.2_ASM287201v2_genomic.fna
GCF_001693515.2_ASM169351v2	190148	190148	Bradyrhizobium paxllaeri	/path/to/GCF_001693515.2_ASM169351v2_genomic.fna
GCF_001653935.1_ASM165393v1	190721.1	190721	Ralstonia insidiosa	/path/to/GCF_001653935.1_ASM165393v1_genomic.fna
GCF_001663855.1_ASM166385v1	190721.2	190721	Ralstonia insidiosa	/path/to/GCF_001663855.1_ASM166385v1_genomic.fna
GCF_000763535.1_ASM76353v2	190893.1	190893	Vibrio coralliilyticus	/path/to/GCF_000763535.1_ASM76353v2_genomic.fna
GCF_000772065.1_ASM77206v1	190893.2	190893	Vibrio coralliilyticus	/path/to/GCF_000772065.1_ASM77206v1_genomic.fna
GCF_001693615.1_ASM169361v1	190893.3	190893	Vibrio coralliilyticus	/path/to/GCF_001693615.1_ASM169361v1_genomic.fna
GCF_003391375.1_ASM339137v1	190893.4	190893	Vibrio coralliilyticus	/path/to/GCF_003391375.1_ASM339137v1_genomic.fna
GCF_029541605.1_ASM2954160v1	190893.5	190893	Vibrio coralliilyticus	/path/to/GCF_029541605.1_ASM2954160v1_genomic.fna
GCF_002214395.1_ASM221439v1	190895.1	190895	Vibrio rotiferianus	/path/to/GCF_002214395.1_ASM221439v1_genomic.fna
GCF_007182835.1_ASM718283v1	190895.2	190895	Vibrio rotiferianus	/path/to/GCF_007182835.1_ASM718283v1_genomic.fna
GCF_024346875.1_ASM2434687v1	190897	190897	Vibrio gallicus	/path/to/GCF_024346875.1_ASM2434687v1_genomic.fna
